Id,Time[ns],1:UART: RX/TX
1200,8605495120.00,3
1201,8605505960.00,5
1202,8605516800.00,3
1203,8605527640.00,6
1204,8605538520.00,3
1205,8605549360.00,7
1206,8605560200.00,3
1207,8605571040.00,8
1208,8605581880.00,3
1209,8605592760.00,9
1210,8605603600.00,6
1211,8605614440.00,1
1212,8605625280.00,6
1213,8605636120.00,2
1214,8605647000.00,6
1215,8605657840.00,3
1216,8605668680.00,2
1217,8605679520.00,2
1218,8605690360.00,2
1219,8605701240.00,C
1220,8605712080.00,2
1221,8605722920.00,2
1222,8605733760.00,7
1223,8605744600.00,5
1224,8605755480.00,7
1225,8605766320.00,3
1226,8605777160.00,6
1227,8605788000.00,5
1228,8605798840.00,7
1229,8605809720.00,2
1230,8605820560.00,6
1231,8605831400.00,E
1232,8605842240.00,6
1233,8605853080.00,1
1234,8605863960.00,6
1235,8605874800.00,D
1236,8605885640.00,6
1237,8605896480.00,5
1238,8605907320.00,2
1239,8605918200.00,2
1240,8605929040.00,3
1241,8605939880.00,A
1242,8605950720.00,2
1243,8605961600.00,2
1244,8605972440.00,6
1245,8605983280.00,5
1246,8605994120.00,7
1247,8606004960.00,9
1248,8606015800.00,4
1249,8606026680.00,A
1250,8606037520.00,7
1251,8606048360.00,0
1252,8606059200.00,6
1253,8606070040.00,3
1254,8606080920.00,4
1255,8606091760.00,3
1256,8606102600.00,4
1257,8606113440.00,9
1258,8606124280.00,3
1259,8606135160.00,6
1260,8606146000.00,4
1261,8606156840.00,9
1262,8606167680.00,6
1263,8606178560.00,A
1264,8606189400.00,4
1265,8606200240.00,5
1266,8606211080.00,7
1267,8606221920.00,8
1268,8606232760.00,4
1269,8606243640.00,D
1270,8606254480.00,5
1271,8606265320.00,3
1272,8606276160.00,3
1273,8606287000.00,4
1274,8606297880.00,3
1275,8606308720.00,1
1276,8606319560.00,4
1277,8606330400.00,E
1278,8606341240.00,5
1279,8606352120.00,3
1280,8606362960.00,3
1281,8606373800.00,4
1282,8606384640.00,3
1283,8606395520.00,3
1284,8606406360.00,4
1285,8606417200.00,E
1286,8606428040.00,5
1287,8606438880.00,3
1288,8606449720.00,3
1289,8606460600.00,4
1290,8606471440.00,7
1291,8606482280.00,9
1292,8606493120.00,4
1293,8606503960.00,D
1294,8606514840.00,7
1295,8606525680.00,A
1296,8606536520.00,6
1297,8606547360.00,B
1298,8606558200.00,6
1299,8606569080.00,9
1300,8606579920.00,6
1301,8606590760.00,6
1302,8606601600.00,5
1303,8606612480.00,1
1304,8606623320.00,3
1305,8606634160.00,D
1306,8606645000.00,3
1307,8606655840.00,D
1308,8606666720.00,2
1309,8606677560.00,2
1310,8606688400.00,2
1311,8606699240.00,C
1312,8606710080.00,2
1313,8606720920.00,2
1314,8606731800.00,7
1315,8606742640.00,0
1316,8606753480.00,6
1317,8606764320.00,1
1318,8606775160.00,7
1319,8606786040.00,3
1320,8606796880.00,7
1321,8606807720.00,3
1322,8606818560.00,7
1323,8606829440.00,7
1324,8606840280.00,6
1325,8606851120.00,F
1326,8606861960.00,7
1327,8606872800.00,2
1328,8606883680.00,6
1329,8606894520.00,4
1330,8606905360.00,2
1331,8606916200.00,2
1332,8606927040.00,3
1333,8606937880.00,A
1334,8606948760.00,2
1335,8606959600.00,2
1336,8606970440.00,7
1337,8606981280.00,8
1338,8606992120.00,6
1339,8607003000.00,7
1340,8607013840.00,7
1341,8607024680.00,6
1342,8607035520.00,6
1343,8607046400.00,F
1344,8607057240.00,7
1345,8607068080.00,0
1346,8607078920.00,4
1347,8607089760.00,3
1348,8607100640.00,4
1349,8607111480.00,E
1350,8607122320.00,7
1351,8607133160.00,2
1352,8607144000.00,6
1353,8607154840.00,4
1354,8607165720.00,4
1355,8607176560.00,F
1356,8607187400.00,6
1357,8607198240.00,A
1358,8607209080.00,4
1359,8607219960.00,A
1360,8607230800.00,3
1361,8607241640.00,4
1362,8607252480.00,4
1363,8607263360.00,D
1364,8607274200.00,4
1365,8607285040.00,3
1366,8607295880.00,4
1367,8607306720.00,E
1368,8607317600.00,4
1369,8607328440.00,A
1370,8607339280.00,7
1371,8607350120.00,5
1372,8607360960.00,6
1373,8607371800.00,A
1374,8607382680.00,6
1375,8607393520.00,3
1376,8607404360.00,5
1377,8607415200.00,1
1378,8607426040.00,6
1379,8607436920.00,7
1380,8607447760.00,3
1381,8607458600.00,7
1382,8607469440.00,5
1383,8607480320.00,0
1384,8607491160.00,6
1385,8607502000.00,4
1386,8607512840.00,3
1387,8607523680.00,0
1388,8607534560.00,7
1389,8607545400.00,2
1390,8607556240.00,5
1391,8607567080.00,2
1392,8607577920.00,7
1393,8607588760.00,4
1394,8607599640.00,3
1395,8607610480.00,1
1396,8607621320.00,3
1397,8607632160.00,6
1398,8607643000.00,7
1399,8607653880.00,5
1400,8607664720.00,6
1401,8607675560.00,5
1402,8607686400.00,5
1403,8607697280.00,2
1404,8607708120.00,6
1405,8607718960.00,D
1406,8607729800.00,5
1407,8607740640.00,3
1408,8607751520.00,5
1409,8607762360.00,7
1410,8607773200.00,7
1411,8607784040.00,8
1412,8607794880.00,7
1413,8607805720.00,0
1414,8607816600.00,4
1415,8607827440.00,9
1416,8607838280.00,3
1417,8607849120.00,1
1418,8607859960.00,7
1419,8607870840.00,1
1420,8607881680.00,6
1421,8607892520.00,3
1422,8607903360.00,3
1423,8607914240.00,D
1424,8607925080.00,2
1425,8607935920.00,2
1426,8607946760.00,2
1427,8607957600.00,C
1428,8607968480.00,2
1429,8607979320.00,2
1430,8607990160.00,7
1431,8608001000.00,0
1432,8608011840.00,7
1433,8608022720.00,5
1434,8608033560.00,6
1435,8608044400.00,2
1436,8608055240.00,6
1437,8608066080.00,C
1438,8608076920.00,6
1439,8608087800.00,9
1440,8608098640.00,7
1441,8608109480.00,3
1442,8608120320.00,6
1443,8608131200.00,8
1444,8608142040.00,5
1445,8608152880.00,F
1446,8608163720.00,7
1447,8608174560.00,4
1448,8608185440.00,6
1449,8608196280.00,F
1450,8608207120.00,7
1451,8608217960.00,0
1452,8608228800.00,6
1453,8608239680.00,9
1454,8608250520.00,6
1455,8608261360.00,3
1456,8608272200.00,2
1457,8608283040.00,2
1458,8608293880.00,3
1459,8608304760.00,A
1460,8608315600.00,2
1461,8608326440.00,2
1462,8608337280.00,6
1463,8608348160.00,4
1464,8608359000.00,6
1465,8608369840.00,5
1466,8608380680.00,7
1467,8608391520.00,6
1468,8608402400.00,6
1469,8608413240.00,9
1470,8608424080.00,6
1471,8608434920.00,3
1472,8608445760.00,6
1473,8608456640.00,5
1474,8608467480.00,2
1475,8608478320.00,D
1476,8608489160.00,7
1477,8608500000.00,3
1478,8608510840.00,6
1479,8608521720.00,5
1480,8608532560.00,7
1481,8608543400.00,2
1482,8608554240.00,7
1483,8608565120.00,6
1484,8608575960.00,6
1485,8608586800.00,5
1486,8608597640.00,7
1487,8608608480.00,2
1488,8608619360.00,2
1489,8608630200.00,2
1490,8608641040.00,2
1491,8608651880.00,C
1492,8608662720.00,2
1493,8608673600.00,2
1494,8608684440.00,7
1495,8608695280.00,3
1496,8608706120.00,7
1497,8608716960.00,5
1498,8608727840.00,6
1499,8608738680.00,2
1500,8608749520.00,7
1501,8608760360.00,3
1502,8608771200.00,6
1503,8608782080.00,3
1504,8608792920.00,7
1505,8608803760.00,2
1506,8608814600.00,6
1507,8608825440.00,9
1508,8608836320.00,6
1509,8608847160.00,2
1510,8608858000.00,6
1511,8608868840.00,5
1512,8608879680.00,5
1513,8608890560.00,F
1514,8608901400.00,7
1515,8608912240.00,4
1516,8608923080.00,6
1517,8608933920.00,F
1518,8608944800.00,7
1519,8608955640.00,0
1520,8608966480.00,6
1521,8608977320.00,9
1522,8608988160.00,6
1523,8608999040.00,3
1524,8609009880.00,2
1525,8609020720.00,2
1526,8609031560.00,3
1527,8609042400.00,A
1528,8609053280.00,2
1529,8609064120.00,2
1530,8609074960.00,6
1531,8609085800.00,E
1532,8609096640.00,7
1533,8609107520.00,5
1534,8609118360.00,6
1535,8609129200.00,C
1536,8609140040.00,6
1537,8609150880.00,C
1538,8609161760.00,2
1539,8609172600.00,2
1540,8609183440.00,7
1541,8609194280.00,D
1542,8609205120.00,2
1543,8609216000.00,C
1544,8609226840.00,2
1545,8609237680.00,2
1546,8609248520.00,7
1547,8609259360.00,7
1548,8609270240.00,6
1549,8609281080.00,5
1550,8609291920.00,6
1551,8609302760.00,2
1552,8609313600.00,7
1553,8609324480.00,3
1554,8609335320.00,6
1555,8609346160.00,F
1556,8609357000.00,6
1557,8609367840.00,3
1558,8609378720.00,6
1559,8609389560.00,B
1560,8609400400.00,6
1561,8609411240.00,5
1562,8609422080.00,7
1563,8609432960.00,4
1564,8609443800.00,2
1565,8609454640.00,2
1566,8609465480.00,3
1567,8609476320.00,A
1568,8609487200.00,7
1569,8609498040.00,B
1570,8609508880.00,2
1571,8609519720.00,2
1572,8609530560.00,7
1573,8609541440.00,5
1574,8609552280.00,7
1575,8609563120.00,2
1576,8609573960.00,6
1577,8609584800.00,C
1578,8609595680.00,2
1579,8609606520.00,2
1580,8609617360.00,3
1581,8609628200.00,A
1582,8609639040.00,2
1583,8609649920.00,2
1584,8609660760.00,7
1585,8609671600.00,7
1586,8609682440.00,7
1587,8609693280.00,3
1588,8609704160.00,7
1589,8609715000.00,3
1590,8609725840.00,3
1591,8609736680.00,A
1592,8609747520.00,2
1593,8609758400.00,F
1594,8609769240.00,2
1595,8609780080.00,F
1596,8609790920.00,6
1597,8609801760.00,1
1598,8609812640.00,7
1599,8609823480.00,0
1600,8609834320.00,6
1601,8609845160.00,9
1602,8609856000.00,2
1603,8609866880.00,E
1604,8609877720.00,7
1605,8609888560.00,4
1606,8609899400.00,6
1607,8609910240.00,5
1608,8609921120.00,6
1609,8609931960.00,E
1610,8609942800.00,6
1611,8609953640.00,3
1612,8609964480.00,6
1613,8609975360.00,C
1614,8609986200.00,6
1615,8609997040.00,1
1616,8610007880.00,7
1617,8610018720.00,3
1618,8610029600.00,7
1619,8610040440.00,3
1620,8610051280.00,2
1621,8610062120.00,E
1622,8610072960.00,6
1623,8610083840.00,E
1624,8610094680.00,6
1625,8610105520.00,5
1626,8610116360.00,7
1627,8610127200.00,4
1628,8610138080.00,2
1629,8610148920.00,F
1630,8610159760.00,7
1631,8610170600.00,8
1632,8610181440.00,6
1633,8610192320.00,9
1634,8610203160.00,6
1635,8610214000.00,1
1636,8610224840.00,6
1637,8610235680.00,F
1638,8610246560.00,7
1639,8610257400.00,A
1640,8610268240.00,6
1641,8610279080.00,8
1642,8610289920.00,6
1643,8610300800.00,9
1644,8610311640.00,2
1645,8610322480.00,F
1646,8610333320.00,7
1647,8610344160.00,6
1648,8610355040.00,3
1649,8610365880.00,1
1650,8610376720.00,2
1651,8610387560.00,F
1652,8610398400.00,2
1653,8610409280.00,2
1654,8610420120.00,2
1655,8610430960.00,C
1656,8610441800.00,2
1657,8610452640.00,2
1658,8610463520.00,7
1659,8610474360.00,4
1660,8610485200.00,6
1661,8610496040.00,F
1662,8610506880.00,6
1663,8610517760.00,B
1664,8610528600.00,6
1665,8610539440.00,5
1666,8610550280.00,6
1667,8610561120.00,E
1668,8610572000.00,2
1669,8610582840.00,2
1670,8610593680.00,3
1671,8610604520.00,A
1672,8610615360.00,2
1673,8610626240.00,2
1674,8610637080.00,7
1675,8610647920.00,4
1676,8610658760.00,6
1677,8610669600.00,5
1678,8610680480.00,7
1679,8610691320.00,3
1680,8610702160.00,7
1681,8610713000.00,4
1682,8610723840.00,2
1683,8610734720.00,D
1684,8610745560.00,7
1685,8610756400.00,4
1686,8610767240.00,6
1687,8610778120.00,F
1688,8610788960.00,6
1689,8610799800.00,B
1690,8610810640.00,6
1691,8610821480.00,5
1692,8610832320.00,6
1693,8610843200.00,E
1694,8610854040.00,2
1695,8610864880.00,2
1696,8610875720.00,7
1697,8610886560.00,D
1698,8610897440.00,2
1699,8610908280.00,C
1700,8610919120.00,2
1701,8610929960.00,2
1702,8610940800.00,7
1703,8610951680.00,3
1704,8610962520.00,6
1705,8610973360.00,5
1706,8610984200.00,7
1707,8610995080.00,2
1708,8611005920.00,7
1709,8611016760.00,6
1710,8611027600.00,6
1711,8611038440.00,5
1712,8611049280.00,7
1713,8611060160.00,2
1714,8611071000.00,5
1715,8611081840.00,F
1716,8611092680.00,7
1717,8611103520.00,4
1718,8611114400.00,6
1719,8611125240.00,9
1720,8611136080.00,6
1721,8611146920.00,D
1722,8611157760.00,6
1723,8611168640.00,5
1724,8611179480.00,2
1725,8611190320.00,2
1726,8611201160.00,3
1727,8611212040.00,A
1728,8611222880.00,7
1729,8611233720.00,B
1730,8611244560.00,2
1731,8611255400.00,2
1732,8611266240.00,7
1733,8611277120.00,4
1734,8611287960.00,6
1735,8611298800.00,9
1736,8611309640.00,6
1737,8611320480.00,D
1738,8611331360.00,6
1739,8611342200.00,5
1740,8611353040.00,7
1741,8611363880.00,3
1742,8611374720.00,7
1743,8611385600.00,4
1744,8611396440.00,6
1745,8611407280.00,1
1746,8611418120.00,6
1747,8611429000.00,D
1748,8611439840.00,7
1749,8611450680.00,0
1750,8611461520.00,2
1751,8611472360.00,2
1752,8611483240.00,3
1753,8611494080.00,A
1754,8611504920.00,3
1755,8611515760.00,1
1756,8611526600.00,3
1757,8611537440.00,7
1758,8611548320.00,3
1759,8611559160.00,7
1760,8611570000.00,3
1761,8611580840.00,6
1762,8611591680.00,3
1763,8611602560.00,5
1764,8611613400.00,3
1765,8611624240.00,1
1766,8611635080.00,3
1767,8611645960.00,9
1768,8611656800.00,3
1769,8611667640.00,9
1770,8611678480.00,3
1771,8611689320.00,3
1772,8611700200.00,3
1773,8611711040.00,0
1774,8611721880.00,3
1775,8611732720.00,3
1776,8611743560.00,3
1777,8611754400.00,8
1778,8611765280.00,3
1779,8611776120.00,1
1780,8611786960.00,2
1781,8611797800.00,C
1782,8611808640.00,2
1783,8611819520.00,2
1784,8611830360.00,7
1785,8611841200.00,4
1786,8611852040.00,6
1787,8611862920.00,9
1788,8611873760.00,6
1789,8611884600.00,D
1790,8611895440.00,6
1791,8611906280.00,5
1792,8611917160.00,7
1793,8611928000.00,A
1794,8611938840.00,6
1795,8611949680.00,F
1796,8611960520.00,6
1797,8611971360.00,E
1798,8611982240.00,6
1799,8611993080.00,5
1800,8612003920.00,5
1801,8612014760.00,F
1802,8612025600.00,6
1803,8612036480.00,F
1804,8612047320.00,6
1805,8612058160.00,6
1806,8612069000.00,6
1807,8612079880.00,6
1808,8612090720.00,7
1809,8612101560.00,3
1810,8612112400.00,6
1811,8612123240.00,5
1812,8612134120.00,7
1813,8612144960.00,4
1814,8612155800.00,2
1815,8612166640.00,2
1816,8612177480.00,3
1817,8612188320.00,A
1818,8612199200.00,3
1819,8612210040.00,4
1820,8612220880.00,3
1821,8612231720.00,8
1822,8612242560.00,3
1823,8612253440.00,0
1824,8612264280.00,7
1825,8612275120.00,D
1826,8612285960.00,2
1827,8612296840.00,C
1828,8612307680.00,2
1829,8612318520.00,2
1830,8612329360.00,6
1831,8612340200.00,6
1832,8612351080.00,6
1833,8612361920.00,9
1834,8612372760.00,7
1835,8612383600.00,2
1836,8612394440.00,6
1837,8612405280.00,D
1838,8612416160.00,7
1839,8612427000.00,7
1840,8612437840.00,6
1841,8612448680.00,1
1842,8612459520.00,7
1843,8612470400.00,2
1844,8612481240.00,6
1845,8612492080.00,5
1846,8612502920.00,2
1847,8612513800.00,2
1848,8612524640.00,3
1849,8612535480.00,A
1850,8612546320.00,7
1851,8612557160.00,B
1852,8612568040.00,2
1853,8612578880.00,2
1854,8612589720.00,7
1855,8612600560.00,6
1856,8612611400.00,6
1857,8612622280.00,5
1858,8612633120.00,7
1859,8612643960.00,2
1860,8612654800.00,7
1861,8612665640.00,3
1862,8612676480.00,6
1863,8612687360.00,9
1864,8612698200.00,6
1865,8612709040.00,F
1866,8612719880.00,6
1867,8612730760.00,E
1868,8612741600.00,2
1869,8612752440.00,2
1870,8612763280.00,3
1871,8612774120.00,A
1872,8612785000.00,2
1873,8612795840.00,2
1874,8612806680.00,3
1875,8612817520.00,1
1876,8612828360.00,2
1877,8612839240.00,E
1878,8612850080.00,3
1879,8612860920.00,0
1880,8612871760.00,2
1881,8612882600.00,E
1882,8612893440.00,3
1883,8612904320.00,0
1884,8612915160.00,2
1885,8612926000.00,2
1886,8612936840.00,2
1887,8612947720.00,C
1888,8612958560.00,2
1889,8612969400.00,2
1890,8612980240.00,7
1891,8612991080.00,5
1892,8613001960.00,7
1893,8613012800.00,2
1894,8613023640.00,6
1895,8613034480.00,C
1896,8613045320.00,2
1897,8613056200.00,2
1898,8613067040.00,3
1899,8613077880.00,A
1900,8613088720.00,2
1901,8613099560.00,2
1902,8613110400.00,2
1903,8613121280.00,2
1904,8613132120.00,7
1905,8613142960.00,D
1906,8613153800.00,7
1907,8613164680.00,D
1908,8613175520.00,[0D]
1909,8613186360.00,[0A]
1910,8643152920.00,[0D]
1911,8643163760.00,[0A]
1912,8643174640.00,+
1913,8643185480.00,M
1914,8643196320.00,I
1915,8643207160.00,P
1916,8643218000.00,U
1917,8643228880.00,R
1918,8643239720.00,C
1919,8643250560.00,:
1920,8643261400.00,[20]
1921,8643272240.00,"
1922,8643283120.00,d
1923,8643293960.00,i
1924,8643304800.00,s
1925,8643315640.00,c
1926,8643326480.00,o
1927,8643337320.00,n
1928,8643348200.00,n
1929,8643359040.00,"
1930,8643369880.00,,
1931,8643380720.00,0
1932,8643391600.00,,
1933,8643402440.00,1
1934,8643413280.00,[0D]
1935,8643424120.00,[0A]
1936,8644495920.00,[0D]
1937,8644506760.00,[0A]
1938,8644517600.00,+
1939,8644528440.00,C
1940,8644539320.00,M
1941,8644550160.00,E
1942,8644561000.00,[20]
1943,8644571840.00,E
1944,8644582680.00,R
1945,8644593560.00,R
1946,8644604400.00,O
1947,8644615240.00,R
1948,8644626080.00,:
1949,8644636920.00,[20]
1950,8644647760.00,5
1951,8644658640.00,5
1952,8644669480.00,1
1953,8644680320.00,[0D]
1954,8644691160.00,[0A]
1955,8646088400.00,[0D]
1956,8646099240.00,[0A]
1957,8646110080.00,+
1958,8646120960.00,M
1959,8646131800.00,I
1960,8646142640.00,P
1961,8646153480.00,S
1962,8646164320.00,T
1963,8646175200.00,A
1964,8646186040.00,T
1965,8646196880.00,E
1966,8646207720.00,:
1967,8646218560.00,[20]
1968,8646229440.00,0
1969,8646240280.00,,
1970,8646251120.00,,
1971,8646261960.00,,
1972,8646272800.00,,
1973,8646283680.00,"
1974,8646294520.00,I
1975,8646305360.00,N
1976,8646316200.00,I
1977,8646327040.00,T
1978,8646337920.00,I
1979,8646348760.00,A
1980,8646359600.00,L
1981,8646370440.00,"
1982,8646381280.00,[0D]
1983,8646392160.00,[0A]
1984,8646403000.00,[0D]
1985,8646413840.00,[0A]
1986,8646424680.00,O
1987,8646435520.00,K
1988,8646446400.00,[0D]
1989,8646457240.00,[0A]
1990,8647846880.00,[0D]
1991,8647857720.00,[0A]
1992,8647868560.00,O
1993,8647879400.00,K
1994,8647890240.00,[0D]
1995,8647901120.00,[0A]
1996,9253156520.00,[0D]
1997,9253167360.00,[0A]
1998,9253178240.00,+
1999,9253189080.00,M
2000,9253199920.00,I
2001,9253210760.00,P
2002,9253221600.00,O
2003,9253232480.00,P
2004,9253243320.00,E
2005,9253254160.00,N
2006,9253265000.00,:
2007,9253275840.00,[20]
2008,9253286720.00,0
2009,9253297560.00,,
2010,9253308400.00,0
2011,9253319240.00,[0D]
2012,9253330080.00,[0A]
2013,9464556200.00,[0D]
2014,9464567040.00,[0A]
2015,9464577920.00,+
2016,9464588760.00,M
2017,9464599600.00,I
2018,9464610440.00,P
2019,9464621280.00,S
2020,9464632160.00,E
2021,9464643000.00,N
2022,9464653840.00,D
2023,9464664680.00,:
2024,9464675520.00,[20]
2025,9464686360.00,0
2026,9464697240.00,,
2027,9464708080.00,2
2028,9464718920.00,9
2029,9464729760.00,3
2030,9464740600.00,[0D]
2031,9464751480.00,[0A]
2032,9464762320.00,[0D]
2033,9464773160.00,[0A]
2034,9464784000.00,O
2035,9464794880.00,K
2036,9464805720.00,[0D]
2037,9464816560.00,[0A]
2038,9586305680.00,[0D]
2039,9586316520.00,[0A]
2040,9586327400.00,+
2041,9586338240.00,M
2042,9586349080.00,I
2043,9586359920.00,P
2044,9586370760.00,U
2045,9586381640.00,R
2046,9586392480.00,C
2047,9586403320.00,:
2048,9586414160.00,[20]
2049,9586425000.00,"
2050,9586435840.00,r
2051,9586446720.00,t
2052,9586457560.00,c
2053,9586468400.00,p
2054,9586479240.00,"
2055,9586490080.00,,
2056,9586500960.00,0
2057,9586511800.00,,
2058,9586522640.00,1
2059,9586533480.00,6
2060,9586544360.00,6
2061,9586555200.00,,
2062,9586566040.00,4
2063,9586576880.00,8
2064,9586587720.00,5
2065,9586598600.00,4
2066,9586609440.00,5
2067,9586620280.00,4
2068,9586631120.00,5
2069,9586641960.00,0
2070,9586652800.00,2
2071,9586663680.00,F
2072,9586674520.00,3
2073,9586685360.00,1
2074,9586696200.00,2
2075,9586707040.00,E
2076,9586717920.00,3
2077,9586728760.00,1
2078,9586739600.00,2
2079,9586750440.00,0
2080,9586761320.00,3
2081,9586772160.00,1
2082,9586783000.00,3
2083,9586793840.00,0
2084,9586804680.00,3
2085,9586815560.00,1
2086,9586826400.00,2
2087,9586837240.00,0
2088,9586848080.00,5
2089,9586858920.00,3
2090,9586869760.00,7
2091,9586880640.00,7
2092,9586891480.00,6
2093,9586902320.00,9
2094,9586913160.00,7
2095,9586924000.00,4
2096,9586934880.00,6
2097,9586945720.00,3
2098,9586956560.00,6
2099,9586967400.00,8
2100,9586978280.00,6
2101,9586989120.00,9
2102,9586999960.00,6
2103,9587010800.00,E
2104,9587021640.00,6
2105,9587032520.00,7
2106,9587043360.00,2
2107,9587054200.00,0
2108,9587065040.00,5
2109,9587075880.00,0
2110,9587086760.00,7
2111,9587097600.00,2
2112,9587108440.00,6
2113,9587119280.00,F
2114,9587130120.00,7
2115,9587140960.00,4
2116,9587151840.00,6
2117,9587162680.00,F
2118,9587173520.00,6
2119,9587184360.00,3
2120,9587195240.00,6
2121,9587206080.00,F
2122,9587216920.00,6
2123,9587227760.00,C
2124,9587238600.00,7
2125,9587249480.00,3
2126,9587260320.00,0
2127,9587271160.00,D
2128,9587282000.00,0
2129,9587292840.00,A
2130,9587303720.00,4
2131,9587314560.00,4
2132,9587325400.00,6
2133,9587336240.00,1
2134,9587347080.00,7
2135,9587357920.00,4
2136,9587368800.00,6
2137,9587379640.00,5
2138,9587390480.00,3
2139,9587401320.00,A
2140,9587412200.00,2
2141,9587423040.00,0
2142,9587433880.00,5
2143,9587444720.00,3
2144,9587455560.00,6
2145,9587466440.00,1
2146,9587477280.00,7
2147,9587488120.00,4
2148,9587498960.00,2
2149,9587509800.00,C
2150,9587520680.00,2
2151,9587531520.00,0
2152,9587542360.00,3
2153,9587553200.00,1
2154,9587564040.00,3
2155,9587574880.00,8
2156,9587585760.00,2
2157,9587596600.00,0
2158,9587607440.00,4
2159,9587618280.00,1
2160,9587629160.00,7
2161,9587640000.00,0
2162,9587650840.00,7
2163,9587661680.00,2
2164,9587672520.00,2
2165,9587683400.00,0
2166,9587694240.00,3
